XCoord,YCoord,FID,ID,UNIQUEID,ADDRESS,SUFFIX,STREET,ONSTR,FROMSTR,TOSTR,SIDE,SITE,SPP,DBH,CULTIVAR,CONDITION,INSPECT,MT,MT2,TTYPE,MEMTREE,DISEASEDEF,STRUTDEFEC,LOCTYPE,SITECAT,HOOD,LOCATION,JURISDIC,TSIP,GRATESZ,GUARDSZ,INV_DATE,INV_TIME,INSPECT_DT,INSPECT_TM,NOTES,ACTIVE,COMMONNAME
3060720.33190000,1253435.39050000,802,45399.000000,CC 20141219090758,2956, ,11TH ST,11TH ST,CEDAR AV,DELLWOOD AV,Front,1,Acer saccharinum,21.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,N/A,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2014-12-19 00:00:00, ,2015-07-24 00:00:00,09:51:22,dbh est,1.000000,Silver Maple
3061017.64770000,1251616.62630000,803,48977.000000,CC 20150105085453,2521, ,BROADWAY,BROADWAY,NORTH ST,PORTLAND PL,Front,1,Ulmus pumila,40.000000, ,Fair,N,Safety Prune,Priority 1,Deciduous,No,N/A,dead leaders,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-05 00:00:00, ,2015-07-24 00:00:00,10:02:21, ,1.000000,Siberian Elm
3059196.89500000,1253141.45330000,804,50190.000000,JS 20150108090902,625, ,CEDAR AV,CEDAR AV,7TH ST,6TH ST,Front,1,Catalpa speciosa,27.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,cavity / decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-08 00:00:00, ,2015-07-24 00:00:00,10:12:59, ,1.000000,Western Catalpa
3060719.33810000,1253173.24340000,805,45391.000000,CC 20141219085201,1107, ,CEDAR AV,11TH ST,CEDAR AV,DELLWOOD AV,Left,1,Acer saccharinum,28.000000, ,Fair,N,Safety Prune,Priority 1,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2014-12-19 00:00:00, ,2015-07-24 00:00:00,10:14:20, ,1.000000,Silver Maple
3058703.18190000,1251177.02560000,806,50383.000000,JS 20150109130226,444, ,CONCORD AV,CONCORD AV,4TH ST,5TH ST,Front,2,Acer saccharinum,28.000000, ,Poor,N,Safety Prune,Priority 3,Deciduous,No,N/A,cavity / decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-09 00:00:00, ,2015-07-24 00:00:00,10:15:37,deadwood,1.000000,Silver Maple
3058904.33220000,1251178.94130000,807,50389.000000,JS 20150109130836,512, ,CONCORD AV,CONCORD AV,5TH ST,6TH ST,Front,2,Acer saccharinum,22.000000, ,Poor,N,Safety Prune,Priority 2,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-09 00:00:00, ,2015-07-24 00:00:00,10:16:45,deadwood,1.000000,Silver Maple
3058948.60660000,1251178.94130000,808,50391.000000,JS 20150109131035,520, ,CONCORD AV,CONCORD AV,5TH ST,6TH ST,Front,2,Acer saccharinum,33.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-09 00:00:00, ,2015-07-24 00:00:00,10:20:42, ,1.000000,Silver Maple
3058989.57830000,1251220.49860000,809,51979.000000,JS 20150113141214,529, ,CONCORD AV,CONCORD AV,6TH ST,5TH ST,Front,1,Acer saccharinum,20.000000, ,Poor,N,Safety Prune,Priority 2,Deciduous,No,N/A,deadwood,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-13 00:00:00, ,2015-07-24 00:00:00,10:21:45, ,1.000000,Silver Maple
3058419.77660000,1249928.23850000,810,53258.000000,CC 20150120114123,410, ,HIGHLAND AV,4TH ST,PINE ST,HIGHLAND AV,Right,5,Acer saccharinum,28.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,dead leaders,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-20 00:00:00, ,2015-07-24 00:00:00,10:31:32,DBH @ <4.5 ft; consider for removal,1.000000,Silver Maple
3058507.83720000,1249971.36180000,811,53262.000000,CC 20150120114931,410, ,HIGHLAND AV,HIGHLAND AV,4TH ST,5TH ST,Front,3,Acer saccharinum,41.000000, ,Fair,N,Safety Prune,Priority 1,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-20 00:00:00, ,2015-07-24 00:00:00,10:34:38, ,1.000000,Silver Maple
3058786.04470000,1250130.27320000,812,53449.000000,CC 20150121132119,453, ,HIGHLAND AV,5TH ST,MAPLETON AV,HIGHLAND AV,Right,2,Acer saccharinum,31.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,trunk decay,Street,Shrub /Mulch bed,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-21 00:00:00, ,2015-07-24 00:00:00,10:44:22, ,1.000000,Silver Maple
3059028.64410000,1250027.67120000,813,53418.000000,CC 20150121114036,541, ,HIGHLAND AV,HIGHLAND AV,6TH ST,5TH ST,Front,7,Acer saccharinum,27.000000, ,Poor,N,Safety Prune,Priority 3,Deciduous,No,N/A,horizontal stress cracks,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-21 00:00:00, ,2015-07-24 00:00:00,10:58:46, ,1.000000,Silver Maple
3059108.82280000,1250026.67310000,814,53414.000000,CC 20150121113211,541, ,HIGHLAND AV,HIGHLAND AV,6TH ST,5TH ST,Front,3,Acer saccharinum,32.000000, ,Poor,N,Safety Prune,Priority 3,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-21 00:00:00, ,2015-07-24 00:00:00,11:00:14,DBH @ <4.5 ft,1.000000,Silver Maple
3058505.59010000,1250346.21650000,815,53534.000000,CC 20150122114030,424, ,MAPLETON AV,MAPLETON AV,4TH ST,5TH ST,Front,1,Acer saccharinum,30.000000, ,Poor,N,Remove,Routine,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-22 00:00:00, ,2015-07-24 00:00:00,11:18:48,DBH @ <4.5 ft,1.000000,Silver Maple
3058926.89510000,1250429.04460000,816,50430.000000,JS 20150109140456,515, ,MAPLETON AV,MAPLETON AV,6TH ST,5TH ST,Front,2,Acer saccharinum,21.000000, ,Poor,N,Safety Prune,Priority 2,Deciduous,No,crown dieback,dead leaders,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-09 00:00:00, ,2015-07-24 00:00:00,11:24:24,cavity in trunk,1.000000,Silver Maple
3059407.77950000,1250349.67160000,817,53565.000000,CC 20150122151759,626, ,MAPLETON AV,MAPLETON AV,6TH ST,7TH ST,Front,2,Acer saccharinum,19.000000, ,Very Poor,N,Remove,Priority 1,Deciduous,No,N/A,dead leaders,Street,Shrub /Mulch bed,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-22 00:00:00, ,2015-07-24 00:00:00,11:38:07, ,1.000000,Silver Maple
3059538.27390000,1250449.79710000,818,51725.000000,JS 20150112094403,643, ,MAPLETON AV,7TH ST,MAXWELL AV,MAPLETON AV,Right,5,Acer saccharinum,22.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,deadwood,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-12 00:00:00, ,2015-07-24 00:00:00,11:43:31, ,1.000000,Silver Maple
3060459.65470000,1250433.63960000,819,49116.000000,CC 20150107093545,933, ,MAPLETON AV,MAPLETON AV,BROADWAY,9TH ST,Front,3,Acer saccharinum,34.000000, ,Poor,N,Remove,Priority 2,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-07 00:00:00, ,2015-07-24 00:00:00,12:05:03,DBH @ <4.5 ft,1.000000,Silver Maple
3060611.59220000,1250443.98710000,820,49112.000000,CC 20150107092123,1001, ,MAPLETON AV,MAPLETON AV,BROADWAY,9TH ST,Front,1,Acer saccharinum,22.000000, ,Poor,Y,Safety Prune,Priority 2,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-07 00:00:00, ,2015-07-24 00:00:00,12:06:04,consider for removal,1.000000,Silver Maple
3058457.75170000,1250378.70580000,821,53596.000000,CC 20150123102542,400,X,MAPLETON AV,MAPLETON AV,4TH ST,5TH ST,Median,1,Acer saccharinum,22.000000, ,Very Poor,N,Remove,Priority 3,Deciduous,No,N/A,included bark,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-23 00:00:00, ,2015-07-24 00:00:00,12:14:17,DBH @ <4.5 ft,1.000000,Silver Maple
3058776.82170000,1250399.69430000,822,53619.000000,CC 20150123110654,400,X,MAPLETON AV,MAPLETON AV,4TH ST,5TH ST,Median,24,Acer saccharinum,28.000000, ,Very Poor,N,Remove,Priority 3,Deciduous,No,N/A,other - see notes,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-23 00:00:00, ,2015-07-24 00:00:00,12:15:24,heavily pruned,1.000000,Silver Maple
3059177.62150000,1250379.05730000,823,53648.000000,CC 20150123125150,500,X,MAPLETON AV,MAPLETON AV,5TH ST,6TH ST,Median,29,Acer saccharinum,25.000000, ,Poor,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-23 00:00:00, ,2015-07-24 00:00:00,12:20:26, ,1.000000,Silver Maple
3059338.09340000,1250378.92300000,824,53654.000000,CC 20150123130459,600,X,MAPLETON AV,MAPLETON AV,6TH ST,7TH ST,Median,7,Acer saccharinum,27.000000, ,Very Poor,N,Remove,Priority 2,Deciduous,No,N/A,dead leaders,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-23 00:00:00, ,2015-07-24 00:00:00,12:25:16, ,1.000000,Silver Maple
3059243.39370000,1250894.20590000,825,51807.000000,JS 20150113084458,603, ,MAXWELL AV,6TH ST,MAXWELL AV,CONCORD AV,Left,1,Acer saccharinum,23.000000, ,Poor,N,Safety Prune,Priority 3,Deciduous,No,N/A,deadwood,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-13 00:00:00, ,2015-07-24 00:00:00,13:59:59,cavity/decay,1.000000,Silver Maple
3058470.35860000,1249304.17510000,826,51461.000000,CC 20150115145308,403, ,MOUNTAIN VIEW RD,MOUNTAIN VIEW RD,5TH ST,4TH ST,Front,1,Acer saccharinum,21.000000, ,Poor,N,Safety Prune,Priority 2,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-15 00:00:00, ,2015-07-24 00:00:00,14:15:12, ,1.000000,Silver Maple
3060006.59800000,1252011.41240000,827,52161.000000,JS 20150114121757,835, ,NORTH ST,9TH ST,ALPINE AV,NORTH ST,Right,1,Gleditsia triacanthos,25.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,trunk decay,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-14 00:00:00, ,2015-07-24 00:00:00,14:25:04, ,1.000000,Common Honeylocust
3058589.79400000,1248650.89280000,828,51260.000000,CC 20150114090655,395, ,PEARL ST,PEARL ST,4TH ST,CANYON BV,Front,2,Fraxinus pennsylvanica,27.000000, ,Fair,N,Safety Prune,Priority 2,Deciduous,No,N/A,other - see notes,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-14 00:00:00, ,2015-07-24 00:00:00,14:41:03,lost main leader; branch in failure,1.000000,Green Ash
3058615.06050000,1248767.42480000,829,51537.000000,CC 20150116101110,395, ,4TH ST,4TH ST,SPRUCE ST,PEARL ST,Front,1,Acer saccharinum,35.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,large leader or limb decay,Street,Shrub /Mulch bed,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-16 00:00:00, ,2015-07-24 00:00:00,14:44:03,growing through fence; DBH @ <4.5 ft,1.000000,Silver Maple
3059716.27250000,1248890.03290000,830,51250.000000,CC 20150113144022,646, ,PEARL ST,PEARL ST,6TH ST,7TH ST,Front,2,Populus sargentii,63.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,deadwood,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-13 00:00:00, ,2015-07-24 00:00:00,14:50:00, ,1.000000,Plains Cottonwood
3058475.15190000,1249608.18950000,831,52978.000000,CC 20150119084233,402, ,PINE ST,PINE ST,4TH ST,5TH ST,Front,2,Quercus alba,32.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,N/A,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-19 00:00:00, ,2015-07-24 00:00:00,15:00:52, ,1.000000,White Oak
3058543.92450000,1249607.21170000,832,52980.000000,CC 20150119084730,420, ,PINE ST,PINE ST,4TH ST,5TH ST,Front,1,Acer saccharinum,35.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,N/A,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-19 00:00:00, ,2015-07-24 00:00:00,15:02:06, ,1.000000,Silver Maple
3059250.00950000,1249734.63930000,833,53148.000000,CC 20150120085912,605, ,PINE ST,6TH ST,PINE ST,HIGHLAND AV,Left,2,Acer saccharinum,29.000000, ,Very Poor,N,Remove,Priority 1,Deciduous,No,N/A,serious decline,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-20 00:00:00, ,2015-07-24 00:00:00,15:16:43,DBH @ <4.5 ft,1.000000,Silver Maple
3059526.89870000,1249625.73500000,834,53068.000000,CC 20150119123435,634, ,PINE ST,PINE ST,6TH ST,8TH ST,Front,3,Acer saccharinum,30.000000, ,Poor,N,Remove,Priority 3,Deciduous,No,N/A,Large Limbs/scaffold defect,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-19 00:00:00, ,2015-07-24 00:00:00,15:22:16, ,1.000000,Silver Maple
3059636.86490000,1249697.32050000,835,53136.000000,CC 20150119150743,703, ,PINE ST,PINE ST,8TH ST,6TH ST,Front,1,Acer saccharinum,33.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-19 00:00:00, ,2015-07-24 00:00:00,15:29:02, ,1.000000,Silver Maple
3058420.90300000,1248937.81450000,836,51524.000000,CC 20150116094712,301, ,PEARL ST,SPRUCE ST,DEADEND,4TH ST,Rear,7,Acer saccharinum,35.000000, ,Poor,N,Safety Prune,Priority 3,Deciduous,No,N/A,dead root tissue,Street,Turf,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-16 00:00:00, ,2015-07-24 00:00:00,15:53:44, ,1.000000,Silver Maple
3059658.29050000,1249333.45240000,837,51426.000000,CC 20150115102237,701, ,SPRUCE ST,SPRUCE ST,8TH ST,6TH ST,Front,6,Acer saccharinum,28.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,signs of stress,stress epicormics,Street,Bare dirt,Mapleton Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-15 00:00:00, ,2015-07-24 00:00:00,16:10:00, ,1.000000,Silver Maple
3061641.43990000,1259151.54470000,838,68761.000000,CC 20150310095642,3860, ,14TH ST,14TH ST,14TH ST,OAK CR,Left,1,Gleditsia triacanthos,19.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,dead trunk tissue,Street,Pavers / Bricks,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-10 00:00:00, ,2015-07-24 00:00:00,16:23:22,DBH @ <4.5 ft,1.000000,Common Honeylocust
3064580.42090000,1256229.56260000,839,68223.000000,JS 20150306132829,2130, ,JONATHAN PL,IRIS AV,22ND ST,19TH ST,Rear,8,Gleditsia triacanthos,32.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,trunk decay,Street,Turf,Northeast Broadway,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-06 00:00:00, ,2015-07-24 00:00:00,16:37:09, ,1.000000,Common Honeylocust
3071854.04970000,1254228.38130000,840,81626.000000,JS 20150501133818,4710,X,EDISON AV,EDISON AV,EDISON LN,EDISON CT,Median,3,Juglans nigra,17.000000, ,Fair,N,Safety Prune,Priority 2,Deciduous,No,N/A,deadwood,Street,Turf,Northeast Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-05-01 00:00:00, ,2015-07-24 00:00:00,16:41:39, ,1.000000,Black Walnut
3069376.18630000,1253617.42220000,841,79887.000000,JS 20150428122504,3003, ,VALMONT RD,VALMONT RD,34TH ST,30TH ST,Front,3,Fraxinus pennsylvanica,34.000000, ,Poor,N,Safety Prune,Priority 3,Deciduous,No,N/A,previous failure,Street,Turf,Northeast Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-04-28 00:00:00, ,2015-07-24 00:00:00,16:46:35, ,1.000000,Green Ash
3058640.29980000,1254910.97560000,842,65630.000000,JS 20150224141033,3205, ,5TH ST,FOREST AV,5TH ST,4TH ST,Left,2,Ulmus americana,32.000000, ,Fair,N,Treat Pest,Routine,Deciduous,No,scale insects,stress epicormics,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-24 00:00:00, ,2015-07-24 00:00:00,17:07:04, ,1.000000,American Elm
3059070.07640000,1254325.49720000,843,65301.000000,JS 20150223090939,3120, ,6TH ST,6TH ST,EVERGREEN AV,FOREST AV,Front,1,Acer saccharinum,25.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,N/A,Street,Raised Planter,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-23 00:00:00, ,2015-07-24 00:00:00,17:15:20, ,1.000000,Silver Maple
3060383.68810000,1254657.30620000,844,63025.000000,JS 20150217093358,3158, ,10TH ST,10TH ST,EVERGREEN AV,FOREST AV,Front,2,Acer saccharinum,33.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,deadwood,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-17 00:00:00, ,2015-07-24 00:00:00,17:24:21,DBH @ <4.5 ft,1.000000,Silver Maple
3060708.68450000,1254509.64570000,845,63342.000000,JS 20150219083814,3134, ,11TH ST,11TH ST,EVERGREEN AV,FOREST AV,Front,2,Tilia americana,24.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,large leader or limb decay,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-19 00:00:00, ,2015-07-24 00:00:00,17:25:20,included bark,1.000000,American Linden
3060748.40930000,1254257.59160000,846,63373.000000,JS 20150219093814,3108, ,11TH ST,EVERGREEN AV,BROADWAY,11TH ST,Right,1,Acer saccharinum,28.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,hangers,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-19 00:00:00, ,2015-07-24 00:00:00,17:26:28,dead leaders,1.000000,Silver Maple
3060646.36330000,1254875.94190000,847,63040.000000,JS 20150217095315,3195, ,11TH ST,FOREST AV,10TH ST,11TH ST,Right,5,Acer saccharinum,35.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,cavity / decay,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-17 00:00:00, ,2015-07-24 00:00:00,17:30:25,DBH @ <4.5 ft,1.000000,Silver Maple
3060662.71590000,1255153.13840000,848,63484.000000,JS 20150219144421,3237, ,11TH ST,11TH ST,GRAPE AV,FOREST AV,Front,1,Acer saccharinum,54.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,deadwood,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-19 00:00:00, ,2015-07-24 00:00:00,17:32:14, ,1.000000,Silver Maple
3059019.39750000,1254502.95710000,849,65423.000000,JS 20150223135423,3131, ,6TH ST,6TH ST,FOREST AV,EVERGREEN AV,Front,1,Ulmus pumila,35.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,deadwood,Street,Shrub /Mulch bed,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-23 00:00:00, ,2015-07-24 00:00:00,17:49:28, ,1.000000,Siberian Elm
3060061.69380000,1254044.32270000,850,63556.000000,JS 20150220090310,3064, ,9TH ST,9TH ST,DELLWOOD AV,EVERGREEN AV,Front,2,Ulmus americana,16.000000, ,Very Poor,N,Remove,Priority 2,Deciduous,No,scale insects,basal decay,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-20 00:00:00, ,2015-07-24 00:00:00,17:59:11,dead leaders,1.000000,American Elm
3060998.71260000,1255127.77980000,851,63405.000000,JS 20150219111220,3233, ,BROADWAY,BROADWAY,GRAPE AV,FOREST AV,Front,2,Ulmus americana,23.000000, ,Fair,N,Treat Pest,Priority 3,Deciduous,No,scale insects,Large Limbs/scaffold defect,Street,Shrub /Mulch bed,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-19 00:00:00, ,2015-07-24 00:00:00,18:02:07, ,1.000000,American Elm
3060584.76340000,1253594.30910000,852,63293.000000,JS 20150219073541,1027, ,DELLWOOD AV,DELLWOOD AV,11TH ST,10TH ST,Front,2,Populus species,43.000000, ,Poor,N,Safety Prune,Priority 2,Deciduous,No,N/A,leaning - not corrected,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-19 00:00:00, ,2015-07-24 00:00:00,18:08:11,deadwood,1.000000,Native Cottonwood
3060061.11290000,1254167.47280000,853,63560.000000,JS 20150220090825,902, ,EVERGREEN AV,9TH ST,DELLWOOD AV,EVERGREEN AV,Right,3,Fraxinus pennsylvanica,19.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,deadwood,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-20 00:00:00, ,2015-07-24 00:00:00,18:14:24, ,1.000000,Green Ash
3059016.64870000,1254947.43680000,854,65671.000000,JS 20150224150738,555, ,FOREST AV,6TH ST,HAWTHORN AV,FOREST AV,Right,2,Morus alba,37.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,large leader or limb decay,Street,Bare dirt,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-02-24 00:00:00, ,2015-07-24 00:00:00,18:20:38,DBH @ <4.5 ft; growing into sidewalk,1.000000,White Mulberry
3060132.58250000,1256470.25400000,855,70100.000000,JS 20150312083119,914, ,JUNIPER AV,JUNIPER AV,JAPONICA WY,BROADWAY,Front,2,Acer saccharinum,26.000000, ,Good,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,utility pruned,Street,Turf,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-12 00:00:00, ,2015-07-24 00:00:00,18:48:20, ,1.000000,Silver Maple
3060655.96470000,1256523.33080000,856,70534.000000,JS 20150312100922,1155, ,JUNIPER AV,JUNIPER AV,BROADWAY,JONQUIL PL,Front,2,Acer saccharinum,39.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,cavity / decay,Street,Bare dirt,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-12 00:00:00, ,2015-07-24 00:00:00,18:54:31,DBH @ <4.5 ft,1.000000,Silver Maple
3059108.66010000,1257119.13570000,857,70369.000000,JS 20150313113438,600, ,KALMIA AV,KALMIA AV,4TH ST,9TH ST,Front,2,Acer saccharinum,36.000000, ,Fair,N,Safety Prune,Priority 3,Deciduous,No,N/A,hangers,Street,Bare dirt,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-13 00:00:00, ,2015-07-24 00:00:00,18:56:11,behind fence; estimated,1.000000,Silver Maple
3059837.70930000,1257134.76120000,858,70408.000000,JS 20150313133513,810, ,KALMIA AV,KALMIA AV,4TH ST,9TH ST,Front,3,Fraxinus pennsylvanica,29.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,previous failure,Street,Shrub /Mulch bed,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-13 00:00:00, ,2015-07-24 00:00:00,18:59:59, ,1.000000,Green Ash
3060778.27480000,1257134.54810000,859,70242.000000,JS 20150312144507,1100, ,KALMIA AV,KALMIA AV,9TH ST,BROADWAY,Front,8,Acer negundo,15.000000, ,Fair,N,Safety Prune,Routine,Deciduous,No,N/A,cavity / decay,Street,Bare dirt,Northwest Boulder,Street,Unassigned,Y,Unassigned,Unassigned,2015-03-12 00:00:00, ,2015-07-27 00:00:00,18:57:38,deadwood,1.000000,Boxelder
3074037.19800000,1241562.07500000,860,39867.000000,AC 20141201102051,490, ,MOHAWK DR,PAWNEE DR,MOHAWK DR,SIOUX DR,Left,2,Acer platanoides,20.000000, ,Poor,N,No Specific Maintenance Need,Routine,Deciduous,No,N/A,trunk decay,Park,Turf,Park,Burke Park,Unassigned,Y,Unassigned,Unassigned,2014-12-01 00:00:00, ,2015-07-27 00:00:00,19:22:35, ,1.000000,Norway Maple
3060046.08010000,1246951.64010000,861,57557.000000,NR 20150128160931,1517, ,7TH ST,7TH ST,MARINE ST,UNIVERSITY AV,Front,1,Acer saccharinum,34.000000, ,Fair,N,Safety Prune,Priority 2,Deciduous,No,N/A,N/A,Street,Turf,University Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-28 00:00:00, ,2015-07-27 00:00:00,19:55:07, ,1.000000,Silver Maple
3060125.99040000,1247152.63220000,862,57515.000000,NR 20150128151047,1580, ,7TH ST,MARINE ST,7TH ST,8TH ST,Left,2,Acer saccharinum,50.000000, ,Poor,N,Safety Prune,Priority 1,Deciduous,No,N/A,large leader or limb decay,Street,Turf,University Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-28 00:00:00, ,2015-07-27 00:00:00,19:56:11, ,1.000000,Silver Maple
3060308.91800000,1243557.99050000,863,55751.000000,CC 20150128120850,750, ,CASCADE AV,CASCADE AV,7TH ST,8TH ST,Front,1,Fraxinus pennsylvanica,30.000000, ,Fair,N,No Specific Maintenance Need,Routine,Deciduous,No,signs of stress,previous failure,Street,Turf,University Hill,Street,Unassigned,Y,Unassigned,Unassigned,2015-01-28 00:00:00, ,2015-07-27 00:00:00,19:59:43, ,1.000000,Green Ash
